source,id,id_raw,tier_raw,tier,seq,title,description
asvs_v4.0.1,asvs_v4.0.1:3.5.1,3.5.1,Item,1,1,,Verify the application does not treat OAuth and refresh tokens &mdash; on their own &mdash; as the presence of the subscriber and allows users to terminate trust relationships with linked applications.
asvs_v4.0.1,asvs_v4.0.1:3.5.2,3.5.2,Item,1,2,,"Verify the application uses session tokens rather than static API secrets and keys, except with legacy implementations."
asvs_v4.0.1,asvs_v4.0.1:3.5.3,3.5.3,Item,1,3,,"Verify that stateless session tokens use digital signatures, encryption, and other countermeasures to protect against tampering, enveloping, replay, null cipher, and key substitution attacks."
asvs_v4.0.1,asvs_v4.0.1:3.6.1,3.6.1,Item,1,1,,Verify that relying parties specify the maximum authentication time to CSPs and that CSPs re-authenticate the subscriber if they haven't used a session within that period.
asvs_v4.0.1,asvs_v4.0.1:3.6.2,3.6.2,Item,1,2,,"Verify that CSPs inform relying parties of the last authentication event, to allow RPs to determine if they need to re-authenticate the user."
asvs_v4.0.1,asvs_v4.0.1:3.7.1,3.7.1,Item,1,1,,Verify the application ensures a valid login session or requires re-authentication or secondary verification before allowing any sensitive transactions or account modifications.
asvs_v4.0.1,asvs_v4.0.1:4.1.1,4.1.1,Item,1,1,,"Verify that the application enforces access control rules on a trusted service layer, especially if client-side access control is present and could be bypassed."
asvs_v4.0.1,asvs_v4.0.1:4.1.2,4.1.2,Item,1,2,,Verify that all user and data attributes and policy information used by access controls cannot be manipulated by end users unless specifically authorized.
asvs_v4.0.1,asvs_v4.0.1:4.1.3,4.1.3,Item,1,3,,"Verify that the principle of least privilege exists - users should only be able to access functions, data files, URLs, controllers, services, and other resources, for which they possess specific authorization. This implies protection against spoofing and elevation of privilege. ([C7](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:4.1.4,4.1.4,Item,1,4,,Verify that the principle of deny by default exists whereby new users/roles start with minimal or no permissions and users/roles do not receive access to new features until access is explicitly assigned.  ([C7](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:4.1.5,4.1.5,Item,1,5,,Verify that access controls fail securely including when an exception occurs. ([C10](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:4.2.1,4.2.1,Item,1,1,,"Verify that sensitive data and APIs are protected against direct object attacks targeting creation, reading, updating and deletion of records, such as creating or updating someone else's record, viewing everyone's records, or deleting all records."
asvs_v4.0.1,asvs_v4.0.1:4.2.2,4.2.2,Item,1,2,,"Verify that the application or framework enforces a strong anti-CSRF mechanism to protect authenticated functionality, and effective anti-automation or anti-CSRF protects unauthenticated functionality."
asvs_v4.0.1,asvs_v4.0.1:4.3.1,4.3.1,Item,1,1,,Verify administrative interfaces use appropriate multi-factor authentication to prevent unauthorized use.
asvs_v4.0.1,asvs_v4.0.1:4.3.2,4.3.2,Item,1,2,,"Verify that directory browsing is disabled unless deliberately desired. Additionally, applications should not allow discovery or disclosure of file or directory metadata, such as Thumbs.db, .DS_Store, .git or .svn folders."
asvs_v4.0.1,asvs_v4.0.1:4.3.3,4.3.3,Item,1,3,,"Verify the application has additional authorization (such as step up or adaptive authentication) for lower value systems, and / or segregation of duties for high value applications to enforce anti-fraud controls as per the risk of application and past fraud."
asvs_v4.0.1,asvs_v4.0.1:5.1.1,5.1.1,Item,1,1,,"Verify that the application has defenses against HTTP parameter pollution attacks, particularly if the application framework makes no distinction about the source of request parameters (GET, POST, cookies, headers, or environment variables)."
asvs_v4.0.1,asvs_v4.0.1:5.1.2,5.1.2,Item,1,2,,"Verify that frameworks protect against mass parameter assignment attacks, or that the application has countermeasures to protect against unsafe parameter assignment, such as marking fields private or similar. ([C5](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:5.1.3,5.1.3,Item,1,3,,"Verify that all input (HTML form fields, REST requests, URL parameters, HTTP headers, cookies, batch files, RSS feeds, etc) is validated using positive validation (whitelisting). ([C5](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:5.1.4,5.1.4,Item,1,4,,"Verify that structured data is strongly typed and validated against a defined schema including allowed characters, length and pattern (e.g. credit card numbers or telephone, or validating that two related fields are reasonable, such as checking that suburb and zip/postcode match). ([C5](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:5.1.5,5.1.5,Item,1,5,,"Verify that URL redirects and forwards only allow whitelisted destinations, or show a warning when redirecting to potentially untrusted content."
asvs_v4.0.1,asvs_v4.0.1:5.2.1,5.2.1,Item,1,1,,Verify that all untrusted HTML input from WYSIWYG editors or similar is properly sanitized with an HTML sanitizer library or framework feature. ([C5](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:5.2.2,5.2.2,Item,1,2,,Verify that unstructured data is sanitized to enforce safety measures such as allowed characters and length.
asvs_v4.0.1,asvs_v4.0.1:5.2.3,5.2.3,Item,1,3,,Verify that the application sanitizes user input before passing to mail systems to protect against SMTP or IMAP injection.
asvs_v4.0.1,asvs_v4.0.1:5.2.4,5.2.4,Item,1,4,,"Verify that the application avoids the use of eval() or other dynamic code execution features. Where there is no alternative, any user input being included must be sanitized or sandboxed before being executed."
asvs_v4.0.1,asvs_v4.0.1:5.2.5,5.2.5,Item,1,5,,Verify that the application protects against template injection attacks by ensuring that any user input being included is sanitized or sandboxed.
asvs_v4.0.1,asvs_v4.0.1:5.2.6,5.2.6,Item,1,6,,"Verify that the application protects against SSRF attacks, by validating or sanitizing untrusted data or HTTP file metadata, such as filenames and URL input fields, use whitelisting of protocols, domains, paths and ports."
asvs_v4.0.1,asvs_v4.0.1:5.2.7,5.2.7,Item,1,7,,"Verify that the application sanitizes, disables, or sandboxes user-supplied SVG scriptable content, especially as they relate to XSS resulting from inline scripts, and foreignObject."
asvs_v4.0.1,asvs_v4.0.1:5.2.8,5.2.8,Item,1,8,,"Verify that the application sanitizes, disables, or sandboxes user-supplied scriptable or expression template language content, such as Markdown, CSS or XSL stylesheets, BBCode, or similar."
asvs_v4.0.1,asvs_v4.0.1:5.3.1,5.3.1,Item,1,1,,"Verify that output encoding is relevant for the interpreter and context required. For example, use encoders specifically for HTML values, HTML attributes, JavaScript, URL Parameters, HTTP headers, SMTP, and others as the context requires, especially from untrusted inputs (e.g. names with Unicode or apostrophes, such as ã­ã“ or O'Hara). ([C4](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:5.3.10,5.3.10,Item,1,10,,Verify that the application protects against XPath injection or XML injection attacks. ([C4](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:5.3.2,5.3.2,Item,1,2,,"Verify that output encoding preserves the user's chosen character set and locale, such that any Unicode character point is valid and safely handled. ([C4](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:5.3.3,5.3.3,Item,1,3,,"Verify that context-aware, preferably automated - or at worst, manual - output escaping protects against reflected, stored, and DOM based XSS. ([C4](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:5.3.4,5.3.4,Item,1,4,,"Verify that data selection or database queries (e.g. SQL, HQL, ORM, NoSQL) use parameterized queries, ORMs, entity frameworks, or are otherwise protected from database injection attacks. ([C3](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:5.3.5,5.3.5,Item,1,5,,"Verify that where parameterized or safer mechanisms are not present, context-specific output encoding is used to protect against injection attacks, such as the use of SQL escaping to protect against SQL injection. ([C3, C4](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:5.3.6,5.3.6,Item,1,6,,"Verify that the application projects against JavaScript or JSON injection attacks, including for eval attacks, remote JavaScript includes, CSP bypasses, DOM XSS, and JavaScript expression evaluation. ([C4](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:5.3.7,5.3.7,Item,1,7,,"Verify that the application protects against LDAP Injection vulnerabilities, or that specific security controls to prevent LDAP Injection have been implemented. ([C4](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:5.3.8,5.3.8,Item,1,8,,Verify that the application protects against OS command injection and that operating system calls use parameterized OS queries or use contextual command line output encoding. ([C4](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:5.3.9,5.3.9,Item,1,9,,Verify that the application protects against Local File Inclusion (LFI) or Remote File Inclusion (RFI) attacks.
asvs_v4.0.1,asvs_v4.0.1:5.4.1,5.4.1,Item,1,1,,"Verify that the application uses memory-safe string, safer memory copy and pointer arithmetic to detect or prevent stack, buffer, or heap overflows."
asvs_v4.0.1,asvs_v4.0.1:5.4.2,5.4.2,Item,1,2,,"Verify that format strings do not take potentially hostile input, and are constant."
asvs_v4.0.1,asvs_v4.0.1:5.4.3,5.4.3,Item,1,3,,"Verify that sign, range, and input validation techniques are used to prevent integer overflows."
asvs_v4.0.1,asvs_v4.0.1:5.5.1,5.5.1,Item,1,1,,Verify that serialized objects use integrity checks or are encrypted to prevent hostile object creation or data tampering. ([C5](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:5.5.2,5.5.2,Item,1,2,,Verify that the application correctly restricts XML parsers to only use the most restrictive configuration possible and to ensure that unsafe features such as resolving external entities are disabled to prevent XXE.
asvs_v4.0.1,asvs_v4.0.1:5.5.3,5.5.3,Item,1,3,,"Verify that deserialization of untrusted data is avoided or is protected in both custom code and third-party libraries (such as JSON, XML and YAML parsers)."
asvs_v4.0.1,asvs_v4.0.1:5.5.4,5.5.4,Item,1,4,,"Verify that when parsing JSON in browsers or JavaScript-based backends, JSON.parse is used to parse the JSON document. Do not use eval() to parse JSON."
asvs_v4.0.1,asvs_v4.0.1:6.1.1,6.1.1,Item,1,1,,"Verify that regulated private data is stored encrypted while at rest, such as personally identifiable information (PII), sensitive personal information, or data assessed likely to be subject to EU's GDPR."
asvs_v4.0.1,asvs_v4.0.1:6.1.2,6.1.2,Item,1,2,,"Verify that regulated health data is stored encrypted while at rest, such as medical records, medical device details, or de-anonymized research records."
asvs_v4.0.1,asvs_v4.0.1:6.1.3,6.1.3,Item,1,3,,"Verify that regulated financial data is stored encrypted while at rest, such as financial accounts, defaults or credit history, tax records, pay history, beneficiaries, or de-anonymized market or research records."
asvs_v4.0.1,asvs_v4.0.1:6.2.1,6.2.1,Item,1,1,,"Verify that all cryptographic modules fail securely, and errors are handled in a way that does not enable Padding Oracle attacks."
asvs_v4.0.1,asvs_v4.0.1:6.2.2,6.2.2,Item,1,2,,"Verify that industry proven or government approved cryptographic algorithms, modes, and libraries are used, instead of custom coded cryptography. ([C8](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:6.2.3,6.2.3,Item,1,3,,"Verify that encryption initialization vector, cipher configuration, and block modes are configured securely using the latest advice."
asvs_v4.0.1,asvs_v4.0.1:6.2.4,6.2.4,Item,1,4,,"Verify that random number, encryption or hashing algorithms, key lengths, rounds, ciphers or modes, can be reconfigured, upgraded, or swapped at any time, to protect against cryptographic breaks. ([C8](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:6.2.5,6.2.5,Item,1,5,,"Verify that known insecure block modes (i.e. ECB, etc.), padding modes (i.e. PKCS#1 v1.5, etc.), ciphers with small block sizes (i.e. Triple-DES, Blowfish, etc.), and weak hashing algorithms (i.e. MD5, SHA1, etc.) are not used unless required for backwards compatibility."
asvs_v4.0.1,asvs_v4.0.1:6.2.6,6.2.6,Item,1,6,,"Verify that nonces, initialization vectors, and other single use numbers must not be used more than once with a given encryption key. The method of generation must be appropriate for the algorithm being used."
asvs_v4.0.1,asvs_v4.0.1:6.2.7,6.2.7,Item,1,7,,"Verify that encrypted data is authenticated via signatures, authenticated cipher modes, or HMAC to ensure that ciphertext is not altered by an unauthorized party."
asvs_v4.0.1,asvs_v4.0.1:6.2.8,6.2.8,Item,1,8,,"Verify that all cryptographic operations are constant-time, with no 'short-circuit' operations in comparisons, calculations, or returns, to avoid leaking information."
asvs_v4.0.1,asvs_v4.0.1:6.3.1,6.3.1,Item,1,1,,"Verify that all random numbers, random file names, random GUIDs, and random strings are generated using the cryptographic module's approved cryptographically secure random number generator when these random values are intended to be not guessable by an attacker."
asvs_v4.0.1,asvs_v4.0.1:6.3.2,6.3.2,Item,1,2,,"Verify that random GUIDs are created using the GUID v4 algorithm, and a cryptographically-secure pseudo-random number generator (CSPRNG). GUIDs created using other pseudo-random number generators may be predictable."
asvs_v4.0.1,asvs_v4.0.1:6.3.3,6.3.3,Item,1,3,,"Verify that random numbers are created with proper entropy even when the application is under heavy load, or that the application degrades gracefully in such circumstances."
asvs_v4.0.1,asvs_v4.0.1:6.4.1,6.4.1,Item,1,1,,"Verify that a secrets management solution such as a key vault is used to securely create, store, control access to and destroy secrets. ([C8](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:6.4.2,6.4.2,Item,1,2,,Verify that key material is not exposed to the application but instead uses an isolated security module like a vault for cryptographic operations. ([C8](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:7.1.1,7.1.1,Item,1,1,,"Verify that the application does not log credentials or payment details. Session tokens should only be stored in logs in an irreversible, hashed form. ([C9, C10](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:7.1.2,7.1.2,Item,1,2,,Verify that the application does not log other sensitive data as defined under local privacy laws or relevant security policy. ([C9](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:7.1.3,7.1.3,Item,1,3,,"Verify that the application logs security relevant events including successful and failed authentication events, access control failures, deserialization failures and input validation failures. ([C5, C7](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:7.1.4,7.1.4,Item,1,4,,Verify that each log event includes necessary information that would allow for a detailed investigation of the timeline when an event happens. ([C9](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:7.2.1,7.2.1,Item,1,1,,"Verify that all authentication decisions are logged, without storing sensitive session identifiers or passwords. This should include requests with relevant metadata needed for security investigations."
asvs_v4.0.1,asvs_v4.0.1:7.2.2,7.2.2,Item,1,2,,Verify that all access control decisions can be logged and all failed decisions are logged. This should include requests with relevant metadata needed for security investigations.
asvs_v4.0.1,asvs_v4.0.1:7.3.1,7.3.1,Item,1,1,,Verify that the application appropriately encodes user-supplied data to prevent log injection. ([C9](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:7.3.2,7.3.2,Item,1,2,,Verify that all events are protected from injection when viewed in log viewing software. ([C9](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:7.3.3,7.3.3,Item,1,3,,Verify that security logs are protected from unauthorized access and modification. ([C9](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:7.3.4,7.3.4,Item,1,4,,Verify that time sources are synchronized to the correct time and time zone. Strongly consider logging only in UTC if systems are global to assist with post-incident forensic analysis. ([C9](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:7.4.1,7.4.1,Item,1,1,,"Verify that a generic message is shown when an unexpected or security sensitive error occurs, potentially with a unique ID which support personnel can use to investigate.  ([C10](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:7.4.2,7.4.2,Item,1,2,,Verify that exception handling (or a functional equivalent) is used across the codebase to account for expected and unexpected error conditions. ([C10](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))
asvs_v4.0.1,asvs_v4.0.1:7.4.3,7.4.3,Item,1,3,,"Verify that a ""last resort"" error handler is defined which will catch all unhandled exceptions. ([C10](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:8.1.1,8.1.1,Item,1,1,,Verify the application protects sensitive data from being cached in server components such as load balancers and application caches.
asvs_v4.0.1,asvs_v4.0.1:8.1.2,8.1.2,Item,1,2,,Verify that all cached or temporary copies of sensitive data stored on the server are protected from unauthorized access or purged/invalidated after the authorized user accesses the sensitive data.
asvs_v4.0.1,asvs_v4.0.1:8.1.3,8.1.3,Item,1,3,,"Verify the application minimizes the number of parameters in a request, such as hidden fields, Ajax variables, cookies and header values."
asvs_v4.0.1,asvs_v4.0.1:8.1.4,8.1.4,Item,1,4,,"Verify the application can detect and alert on abnormal numbers of requests, such as by IP, user, total per hour or day, or whatever makes sense for the application."
asvs_v4.0.1,asvs_v4.0.1:8.1.5,8.1.5,Item,1,5,,Verify that regular backups of important data are performed and that test restoration of data is performed.
asvs_v4.0.1,asvs_v4.0.1:8.1.6,8.1.6,Item,1,6,,Verify that backups are stored securely to prevent data from being stolen or corrupted.
asvs_v4.0.1,asvs_v4.0.1:8.2.1,8.2.1,Item,1,1,,Verify the application sets sufficient anti-caching headers so that sensitive data is not cached in modern browsers.
asvs_v4.0.1,asvs_v4.0.1:8.2.2,8.2.2,Item,1,2,,"Verify that data stored in client side storage (such as HTML5 local storage, session storage, IndexedDB, regular cookies or Flash cookies) does not contain sensitive data or PII."
asvs_v4.0.1,asvs_v4.0.1:8.2.3,8.2.3,Item,1,3,,"Verify that authenticated data is cleared from client storage, such as the browser DOM, after the client or session is terminated."
asvs_v4.0.1,asvs_v4.0.1:8.3.1,8.3.1,Item,1,1,,"Verify that sensitive data is sent to the server in the HTTP message body or headers, and that query string parameters from any HTTP verb do not contain sensitive data."
asvs_v4.0.1,asvs_v4.0.1:8.3.2,8.3.2,Item,1,2,,Verify that users have a method to remove or export their data on demand.
asvs_v4.0.1,asvs_v4.0.1:8.3.3,8.3.3,Item,1,3,,Verify that users are provided clear language regarding collection and use of supplied personal information and that users have provided opt-in consent for the use of that data before it is used in any way.
asvs_v4.0.1,asvs_v4.0.1:8.3.4,8.3.4,Item,1,4,,"Verify that all sensitive data created and processed by the application has been identified, and ensure that a policy is in place on how to deal with sensitive data. ([C8](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:8.3.5,8.3.5,Item,1,5,,"Verify accessing sensitive data is audited (without logging the sensitive data itself), if the data is collected under relevant data protection directives or where logging of access is required."
asvs_v4.0.1,asvs_v4.0.1:8.3.6,8.3.6,Item,1,6,,"Verify that sensitive information contained in memory is overwritten as soon as it is no longer required to mitigate memory dumping attacks, using zeroes or random data."
asvs_v4.0.1,asvs_v4.0.1:8.3.7,8.3.7,Item,1,7,,"Verify that sensitive or private information that is required to be encrypted, is encrypted using approved algorithms that provide both confidentiality and integrity. ([C8](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:8.3.8,8.3.8,Item,1,8,,"Verify that sensitive personal information is subject to data retention classification, such that old or out of date data is deleted automatically, on a schedule, or as the situation requires."
asvs_v4.0.1,asvs_v4.0.1:9.1.1,9.1.1,Item,1,1,,"Verify that secured TLS is used for all client connectivity, and does not fall back to insecure or unencrypted protocols. ([C8](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:9.1.2,9.1.2,Item,1,2,,"Verify using online or up to date TLS testing tools that only strong algorithms, ciphers, and protocols are enabled, with the strongest algorithms and ciphers set as preferred."
asvs_v4.0.1,asvs_v4.0.1:9.1.3,9.1.3,Item,1,3,,"Verify that old versions of SSL and TLS protocols, algorithms, ciphers, and configuration are disabled, such as SSLv2, SSLv3, or TLS 1.0 and TLS 1.1. The latest version of TLS should be the preferred cipher suite."
asvs_v4.0.1,asvs_v4.0.1:9.2.1,9.2.1,Item,1,1,,"Verify that connections to and from the server use trusted TLS certificates. Where internally generated or self-signed certificates are used, the server must be configured to only trust specific internal CAs and specific self-signed certificates. All others should be rejected."
asvs_v4.0.1,asvs_v4.0.1:9.2.2,9.2.2,Item,1,2,,"Verify that encrypted communications such as TLS is used for all inbound and outbound connections, including for management ports, monitoring, authentication, API, or web service calls, database, cloud, serverless, mainframe, external, and partner connections. The server must not fall back to insecure or unencrypted protocols."
asvs_v4.0.1,asvs_v4.0.1:9.2.3,9.2.3,Item,1,3,,Verify that all encrypted connections to external systems that involve sensitive information or functions are authenticated.
asvs_v4.0.1,asvs_v4.0.1:9.2.4,9.2.4,Item,1,4,,"Verify that proper certification revocation, such as Online Certificate Status Protocol (OCSP) Stapling, is enabled and configured."
asvs_v4.0.1,asvs_v4.0.1:9.2.5,9.2.5,Item,1,5,,Verify that backend TLS connection failures are logged.
asvs_v4.0.1,asvs_v4.0.1:10.1.1,10.1.1,Item,1,1,,"Verify that a code analysis tool is in use that can detect potentially malicious code, such as time functions, unsafe file operations and network connections."
asvs_v4.0.1,asvs_v4.0.1:10.2.1,10.2.1,Item,1,1,,"Verify that the application source code and third party libraries do not contain unauthorized phone home or data collection capabilities. Where such functionality exists, obtain the user's permission for it to operate  before collecting any data."
asvs_v4.0.1,asvs_v4.0.1:10.2.2,10.2.2,Item,1,2,,"Verify that the application does not ask for unnecessary or excessive permissions to privacy related features or sensors, such as contacts, cameras, microphones, or location."
asvs_v4.0.1,asvs_v4.0.1:10.2.3,10.2.3,Item,1,3,,"Verify that the application source code and third party libraries do not contain back doors, such as hard-coded or additional undocumented accounts or keys, code obfuscation, undocumented binary blobs, rootkits, or anti-debugging, insecure debugging features, or otherwise out of date, insecure, or hidden functionality that could be used maliciously if discovered."
asvs_v4.0.1,asvs_v4.0.1:10.2.4,10.2.4,Item,1,4,,Verify that the application source code and third party libraries does not contain time bombs by searching for date and time related functions.
asvs_v4.0.1,asvs_v4.0.1:10.2.5,10.2.5,Item,1,5,,"Verify that the application source code and third party libraries does not contain malicious code, such as salami attacks, logic bypasses, or logic bombs."
asvs_v4.0.1,asvs_v4.0.1:10.2.6,10.2.6,Item,1,6,,Verify that the application source code and third party libraries do not contain Easter eggs or any other potentially unwanted functionality.
asvs_v4.0.1,asvs_v4.0.1:10.3.1,10.3.1,Item,1,1,,"Verify that if the application has a client or server auto-update feature, updates should be obtained over secure channels and digitally signed. The update code must validate the digital signature of the update before installing or executing the update."
asvs_v4.0.1,asvs_v4.0.1:10.3.2,10.3.2,Item,1,2,,"Verify that the application employs integrity protections, such as code signing or sub-resource integrity. The application must not load or execute code from untrusted sources, such as loading includes, modules, plugins, code, or libraries from untrusted sources or the Internet."
asvs_v4.0.1,asvs_v4.0.1:10.3.3,10.3.3,Item,1,3,,"Verify that the application has protection from sub-domain takeovers if the application relies upon DNS entries or DNS sub-domains, such as expired domain names, out of date DNS pointers or CNAMEs, expired projects at public source code repos, or transient cloud APIs, serverless functions, or storage buckets (autogen-bucket-id.cloud.example.com) or similar. Protections can include ensuring that DNS names used by applications are regularly checked for expiry or change."
asvs_v4.0.1,asvs_v4.0.1:11.1.1,11.1.1,Item,1,1,,Verify the application will only process business logic flows for the same user in sequential step order and without skipping steps.
asvs_v4.0.1,asvs_v4.0.1:11.1.2,11.1.2,Item,1,2,,"Verify the application will only process business logic flows with all steps being processed in realistic human time, i.e. transactions are not submitted too quickly."
asvs_v4.0.1,asvs_v4.0.1:11.1.3,11.1.3,Item,1,3,,Verify the application has appropriate limits for specific business actions or transactions which are correctly enforced on a per user basis.
asvs_v4.0.1,asvs_v4.0.1:11.1.4,11.1.4,Item,1,4,,"Verify the application has sufficient anti-automation controls to detect and protect against data exfiltration, excessive business logic requests, excessive file uploads or denial of service attacks."
asvs_v4.0.1,asvs_v4.0.1:11.1.5,11.1.5,Item,1,5,,"Verify the application has business logic limits or validation to protect against likely business risks or threats, identified using threat modelling or similar methodologies."
asvs_v4.0.1,asvs_v4.0.1:11.1.6,11.1.6,Item,1,6,,"Verify the application does not suffer from ""time of check to time of use"" (TOCTOU) issues or other race conditions for sensitive operations."
asvs_v4.0.1,asvs_v4.0.1:11.1.7,11.1.7,Item,1,7,,"Verify the application monitors for unusual events or activity from a business logic perspective. For example, attempts to perform actions out of order or actions which a normal user would never attempt. ([C9](https://www.owasp.org/index.php/OWASP_Proactive_Controls#tab=Formal_Numbering))"
asvs_v4.0.1,asvs_v4.0.1:11.1.8,11.1.8,Item,1,8,,Verify the application has configurable alerting when automated attacks or unusual activity is detected.
asvs_v4.0.1,asvs_v4.0.1:12.1.1,12.1.1,Item,1,1,,Verify that the application will not accept large files that could fill up storage or cause a denial of service attack.
asvs_v4.0.1,asvs_v4.0.1:12.1.2,12.1.2,Item,1,2,,"Verify that compressed files are checked for ""zip bombs"" - small input files that will decompress into huge files thus exhausting file storage limits."
asvs_v4.0.1,asvs_v4.0.1:12.1.3,12.1.3,Item,1,3,,"Verify that a file size quota and maximum number of files per user is enforced to ensure that a single user cannot fill up the storage with too many files, or excessively large files."
asvs_v4.0.1,asvs_v4.0.1:12.2.1,12.2.1,Item,1,1,,Verify that files obtained from untrusted sources are validated to be of expected type based on the file's content.
asvs_v4.0.1,asvs_v4.0.1:12.3.1,12.3.1,Item,1,1,,Verify that user-submitted filename metadata is not used directly with system or framework file and URL API to protect against path traversal.
asvs_v4.0.1,asvs_v4.0.1:12.3.2,12.3.2,Item,1,2,,"Verify that user-submitted filename metadata is validated or ignored to prevent the disclosure, creation, updating or removal of local files (LFI)."
asvs_v4.0.1,asvs_v4.0.1:12.3.3,12.3.3,Item,1,3,,"Verify that user-submitted filename metadata is validated or ignored to prevent the disclosure or execution of remote files (RFI), which may also lead to SSRF."
asvs_v4.0.1,asvs_v4.0.1:12.3.4,12.3.4,Item,1,4,,"Verify that the application protects against reflective file download (RFD) by validating or ignoring user-submitted filenames in a JSON, JSONP, or URL parameter, the response Content-Type header should be set to text/plain, and the Content-Disposition header should have a fixed filename."
asvs_v4.0.1,asvs_v4.0.1:12.3.5,12.3.5,Item,1,5,,"Verify that untrusted file metadata is not used directly with system API or libraries, to protect against OS command injection."
asvs_v4.0.1,asvs_v4.0.1:12.3.6,12.3.6,Item,1,6,,"Verify that the application does not include and execute functionality from untrusted sources, such as unverified content distribution networks, JavaScript libraries, node npm libraries, or server-side DLLs."
asvs_v4.0.1,asvs_v4.0.1:12.4.1,12.4.1,Item,1,1,,"Verify that files obtained from untrusted sources are stored outside the web root, with limited permissions, preferably with strong validation."
asvs_v4.0.1,asvs_v4.0.1:12.4.2,12.4.2,Item,1,2,,Verify that files obtained from untrusted sources are scanned by antivirus scanners to prevent upload of known malicious content.
